id,text,label,student_context,source,is_sample_only
custom_emotional_distress_004,I do not enjoy activities that used to make me happy.,emotional_distress,family_issue,custom_seed_sample,True
custom_urgent_human_review_106,"Today, This is an emergency for me and I need human help immediately. Thank you.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_032,"Today, Even simple tasks feel extremely heavy and I cannot focus in lectures.",emotional_distress,sleep,custom_seed_sample,True
custom_academic_stress_071,"Lately, The workload is too much and I do not know where to start. I wrote this in the feedback form.",academic_stress,exam_week,custom_seed_sample,True
custom_emotional_distress_059,"Lately, I feel hopeless about the semester and nothing feels worth the effort. This has affected my attendance.",emotional_distress,exam_week,custom_seed_sample,True
custom_normal_015,"During the semester, I had a good study session with my group today.",normal,exam_week,custom_seed_sample,True
custom_urgent_human_review_030,"This week, As a student, I need emergency support because I am afraid I may harm myself.",urgent_human_review,group_work,custom_seed_sample,True
custom_emotional_distress_083,"After class, I feel very sad most days and I have lost interest in studying. I am sharing this anonymously. Please.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_149,"Today, I need emergency support because I am afraid I may harm myself. I am sharing this anonymously.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_009,"Lately, I need emergency support because I am afraid I may harm myself.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_normal_125,"Honestly, I attended the lecture today and the examples were clear. Please.",normal,sleep,custom_seed_sample,True
custom_emotional_distress_141,"Honestly, I am isolating myself and I do not want to talk to anyone.",emotional_distress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_097,"Honestly, I do not enjoy activities that used to make me happy.",emotional_distress,sleep,custom_seed_sample,True
custom_urgent_human_review_035,"After class, Personally, I am not safe being alone and I need someone to reach out now. I hope the university can support students.",urgent_human_review,sleep,custom_seed_sample,True
custom_academic_stress_097,"Honestly, The workload is too much and I do not know where to start. This has affected my attendance.",academic_stress,family_issue,custom_seed_sample,True
custom_normal_079,"After class, My schedule feels balanced and I can manage my work.",normal,family_issue,custom_seed_sample,True
custom_emotional_distress_101,"Lately, Even simple tasks feel extremely heavy and I cannot focus in lectures. Please.",emotional_distress,exam_week,custom_seed_sample,True
custom_urgent_human_review_059,"This week, I might hurt myself if I stay alone and I need urgent support. I wrote this in the feedback form.",urgent_human_review,general,custom_seed_sample,True
custom_emotional_distress_090,"During the semester, I feel empty and tired all the time even after resting.",emotional_distress,project_deadline,custom_seed_sample,True
custom_academic_stress_100,"During the semester, The workload is too much and I do not know where to start.",academic_stress,financial_pressure,custom_seed_sample,True
custom_normal_170,"This week, The lab instructions were easy to follow and I finished on time.",normal,financial_pressure,custom_seed_sample,True
custom_academic_stress_098,"Honestly, I am afraid I will fail even though I study every day. I hope the university can support students. Thank you.",academic_stress,group_work,custom_seed_sample,True
custom_urgent_human_review_179,"Today, This is an emergency for me and Personally, I need human help immediately.",urgent_human_review,sleep,custom_seed_sample,True
custom_urgent_human_review_044,"After class, Personally, I cannot promise I will be okay tonight without immediate help.!",urgent_human_review,group_work,custom_seed_sample,True
custom_emotional_distress_147,"Lately, I feel like I am disappointing everyone and I cannot handle it.",emotional_distress,advisor_feedback,custom_seed_sample,True
custom_normal_001,"Lately, My schedule feels balanced and I can manage my work.",normal,general,custom_seed_sample,True
custom_academic_stress_113,"During the semester, I keep postponing tasks and then panic when the deadline is near. Please.",academic_stress,exam_week,custom_seed_sample,True
custom_emotional_distress_020,"Honestly, Even simple tasks feel extremely heavy and I cannot focus in lectures. Can someone guide me?...",emotional_distress,group_work,custom_seed_sample,True
custom_academic_stress_120,"After class, I cannot stop worrying about the final project deadline.",academic_stress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_093,I feel sad most days and I have lost interest in studying.,emotional_distress,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_111,"Lately, Personally, I cannot promise I will be okay tonight without immediate help. I wrote this in the feedback form.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_161,"Honestly, I feel like I am disappointing everyone and I cannot handle it. Can someone guide me?",emotional_distress,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_081,"Lately, Please contact me urgently because Personally, I feel very at risk and not safe. This has affected my attendance.",urgent_human_review,general,custom_seed_sample,True
custom_normal_009,"This week, The assignment deadline is reasonable and I understand the topic.",normal,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_166,"During the semester, I am not safe being alone and I need someone to reach out now.",urgent_human_review,general,custom_seed_sample,True
custom_academic_stress_007,I cannot stop worrying about the final project deadline. Can someone guide me?,academic_stress,project_deadline,custom_seed_sample,True
custom_academic_stress_107,"Honestly, I cannot stop worrying about the final project deadline.",academic_stress,project_deadline,custom_seed_sample,True
custom_urgent_human_review_121,"Today, I do not feel really safe tonight and I need immediate help from someone. I am sharing this anonymously.",urgent_human_review,group_work,custom_seed_sample,True
custom_emotional_distress_134,"Lately, I do not enjoy activities that used to make me happy.",emotional_distress,group_work,custom_seed_sample,True
custom_normal_179,The quiz feedback helped me know what to improve. I am sharing this anonymously.,normal,advisor_feedback,custom_seed_sample,True
custom_normal_163,"After class, The course materials are organized and helpful....",normal,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_026,"After class, I am not safe being alone and I need someone to reach out now. I wrote this in the feedback form.",urgent_human_review,exam_week,custom_seed_sample,True
custom_emotional_distress_095,"Honestly, I keep crying at night and I feel emotionally drained.",emotional_distress,sleep,custom_seed_sample,True
custom_academic_stress_134,I need help planning my study time because everything feels urgent.,academic_stress,family_issue,custom_seed_sample,True
custom_normal_096,"Honestly, As a student, I am doing okay this week and keeping up with classes. This has affected my attendance.",normal,group_work,custom_seed_sample,True
custom_emotional_distress_063,"Lately, I do not enjoy activities that used to make me happy.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_034,"Honestly, I might hurt myself if I stay alone and I need urgent support.",urgent_human_review,group_work,custom_seed_sample,True
custom_academic_stress_138,"Lately, I keep postponing tasks and then panic when the deadline is near. I hope the university can support students.",academic_stress,exam_week,custom_seed_sample,True
custom_urgent_human_review_131,"During the semester, I cannot promise I will be okay tonight without immediate help. I wrote this in the feedback form. Please.",urgent_human_review,sleep,custom_seed_sample,True
custom_urgent_human_review_010,"During the semester, I need emergency support because I am afraid I may harm myself.",urgent_human_review,family_issue,custom_seed_sample,True
custom_academic_stress_146,"After class, I keep postponing tasks and then panic when the deadline is near.",academic_stress,family_issue,custom_seed_sample,True
custom_urgent_human_review_156,"This week, I might hurt myself if I stay alone and I need urgent support.",urgent_human_review,general,custom_seed_sample,True
custom_emotional_distress_005,"Honestly, My mood has been low for weeks and my grades are dropping.",emotional_distress,family_issue,custom_seed_sample,True
custom_academic_stress_072,"After class, The workload is too much and I do not know where to start. Can someone guide me?",academic_stress,group_work,custom_seed_sample,True
custom_emotional_distress_011,"Honestly, Personally, I do not enjoy activities that used to make me happy. Can someone guide me?!",emotional_distress,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_134,"During the semester, Personally, I am not safe being alone and I need someone to reach out now.",urgent_human_review,sleep,custom_seed_sample,True
custom_emotional_distress_157,"Today, My mood has been low for weeks and my grades are dropping. I hope the university can support students.",emotional_distress,advisor_feedback,custom_seed_sample,True
custom_normal_168,"This week, The quiz feedback helped me know what to improve.",normal,family_issue,custom_seed_sample,True
custom_normal_161,"Lately, The lab instructions were easy to follow and I finished on time. Please.",normal,sleep,custom_seed_sample,True
custom_normal_104,"After class, I attended the lecture today and the examples were clear. Thank you.",normal,project_deadline,custom_seed_sample,True
custom_academic_stress_104,I need help planning my study time because everything feels urgent. I hope the university can support students.,academic_stress,group_work,custom_seed_sample,True
custom_academic_stress_041,"This week, I am afraid I will fail even though I study every day.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_106,"During the semester, I feel kind of empty and tired all the time even after resting. This has affected my attendance.",emotional_distress,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_019,I do not feel safe tonight and I need immediate help from someone.,urgent_human_review,group_work,custom_seed_sample,True
custom_emotional_distress_023,"This week, I do not enjoy activities that used to make me happy. This has affected my attendance.",emotional_distress,group_work,custom_seed_sample,True
custom_normal_177,"During the semester, As a student, I enjoyed the practical task and learned a new skill. I am sharing this anonymously.",normal,financial_pressure,custom_seed_sample,True
custom_normal_114,"Lately, I enjoyed the practical task and learned a new skill.",normal,exam_week,custom_seed_sample,True
custom_emotional_distress_145,"Today, I keep crying at night and I feel emotionally drained.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_normal_021,I attended the lecture today and the examples were clear.,normal,project_deadline,custom_seed_sample,True
custom_normal_039,"After class, Personally, I feel motivated after the review session this week. I am sharing this anonymously.",normal,exam_week,custom_seed_sample,True
custom_urgent_human_review_098,"Today, I need emergency support because I am afraid I may harm myself. I wrote this in the feedback form.",urgent_human_review,family_issue,custom_seed_sample,True
custom_emotional_distress_098,"Today, I do not enjoy activities that used to make me happy. This has affected my attendance.",emotional_distress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_173,"Today, Personally, I feel empty and tired all the time even after resting. Can someone guide me?",emotional_distress,general,custom_seed_sample,True
custom_emotional_distress_132,"During the semester, I feel kind of hopeless about the semester and nothing feels worth the effort.",emotional_distress,exam_week,custom_seed_sample,True
custom_academic_stress_010,"After class, My sleep is getting worse because I keep thinking about grades.",academic_stress,exam_week,custom_seed_sample,True
custom_normal_137,"During the semester, Personally, I attended the lecture today and the examples were clear. Can someone guide me?",normal,family_issue,custom_seed_sample,True
custom_urgent_human_review_113,"Lately, This is an emergency for me and I need human help immediately.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_024,"During the semester, I am scared of what I may do to myself and I need a person now.",urgent_human_review,group_work,custom_seed_sample,True
custom_emotional_distress_069,"After class, I feel like I am disappointing everyone and I cannot handle it.",emotional_distress,group_work,custom_seed_sample,True
custom_normal_130,"Lately, My schedule feels balanced and I can manage my work.",normal,sleep,custom_seed_sample,True
custom_normal_062,"Today, As a student, I feel really motivated after the review session this week. I am sharing this anonymously.",normal,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_133,"Lately, I am not safe being alone and I need someone to reach out now.",urgent_human_review,sleep,custom_seed_sample,True
custom_academic_stress_001,"During the semester, I need help planning my study time because everything feels urgent. This has affected my attendance.",academic_stress,family_issue,custom_seed_sample,True
custom_urgent_human_review_167,"During the semester, I feel extremely like I may lose control and I need urgent human review. I wrote this in the feedback form.",urgent_human_review,family_issue,custom_seed_sample,True
custom_normal_083,"Honestly, The assignment deadline is reasonable and I understand the topic. I hope the university can support students.",normal,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_166,"This week, Even simple tasks feel heavy and I cannot focus in lectures. Please.",emotional_distress,project_deadline,custom_seed_sample,True
custom_emotional_distress_043,"Lately, As a student, I feel sad most days and I have lost interest in studying.!",emotional_distress,group_work,custom_seed_sample,True
custom_normal_132,"Today, The lab instructions were easy to follow and I finished on time.",normal,financial_pressure,custom_seed_sample,True
custom_emotional_distress_178,"Honestly, I need someone to check on me because I feel really very alone.",emotional_distress,family_issue,custom_seed_sample,True
custom_normal_173,The course materials are organized and helpful.,normal,general,custom_seed_sample,True
custom_normal_066,"Today, The quiz feedback helped me know what to improve.",normal,exam_week,custom_seed_sample,True
custom_normal_129,"Honestly, As a student, I enjoyed the practical task and learned a new skill. This has affected my attendance.",normal,group_work,custom_seed_sample,True
custom_academic_stress_024,I feel extremely nervous before every lab evaluation and my heart races. Can someone guide me? Please.,academic_stress,advisor_feedback,custom_seed_sample,True
custom_academic_stress_152,"Honestly, I am exhausted from studying late every night for exams.",academic_stress,project_deadline,custom_seed_sample,True
custom_urgent_human_review_177,"During the semester, I feel really in danger from myself and need a counselor or trusted adult now. I am sharing this anonymously.",urgent_human_review,sleep,custom_seed_sample,True
custom_urgent_human_review_114,"Honestly, I might hurt myself if I stay alone and I need urgent support. I am sharing this anonymously.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_emotional_distress_163,"Today, Even simple tasks feel heavy and I cannot focus in lectures. I am sharing this anonymously.",emotional_distress,sleep,custom_seed_sample,True
custom_urgent_human_review_110,"Lately, As a student, I feel like I may lose control and I need urgent human review. I am sharing this anonymously.",urgent_human_review,group_work,custom_seed_sample,True
custom_urgent_human_review_162,"During the semester, I feel very like I may lose control and I need urgent human review.",urgent_human_review,general,custom_seed_sample,True
custom_emotional_distress_065,"After class, I feel extremely hopeless about the semester and nothing feels worth the effort. Can someone guide me?",emotional_distress,exam_week,custom_seed_sample,True
custom_normal_169,"This week, The course materials are organized and helpful. Can someone guide me?",normal,sleep,custom_seed_sample,True
custom_academic_stress_148,"This week, I am exhausted from studying late every night for exams.",academic_stress,exam_week,custom_seed_sample,True
custom_urgent_human_review_040,"During the semester, I am not safe being alone and I need someone to reach out now.",urgent_human_review,exam_week,custom_seed_sample,True
custom_emotional_distress_076,"Today, I am isolating myself and I do not want to talk to anyone. I am sharing this anonymously.",emotional_distress,sleep,custom_seed_sample,True
custom_emotional_distress_006,Even simple tasks feel kind of heavy and I cannot focus in lectures.,emotional_distress,exam_week,custom_seed_sample,True
custom_academic_stress_154,"Today, My sleep is getting worse because I keep thinking about grades. I wrote this in the feedback form.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_normal_033,"During the semester, The course materials are organized and helpful.",normal,project_deadline,custom_seed_sample,True
custom_emotional_distress_021,"Lately, My mood has been low for weeks and my grades are dropping....",emotional_distress,family_issue,custom_seed_sample,True
custom_academic_stress_035,"After class, Group work is stressful because I am carrying most of the tasks. Please.",academic_stress,family_issue,custom_seed_sample,True
custom_normal_005,"Today, My schedule feels balanced and I can manage my work.",normal,family_issue,custom_seed_sample,True
custom_urgent_human_review_053,I do not feel safe tonight and I need immediate help from someone.,urgent_human_review,project_deadline,custom_seed_sample,True
custom_urgent_human_review_047,"During the semester, I might hurt myself if I stay alone and I need urgent support. Thank you.",urgent_human_review,financial_pressure,custom_seed_sample,True
custom_normal_127,"Honestly, I feel motivated after the review session this week.",normal,sleep,custom_seed_sample,True
custom_academic_stress_149,"This week, I need help planning my study time because everything feels urgent. This has affected my attendance.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_160,"This week, I cannot promise I will be okay tonight without immediate help.",urgent_human_review,sleep,custom_seed_sample,True
custom_urgent_human_review_017,"Today, This is an emergency for me and I need human help immediately.",urgent_human_review,exam_week,custom_seed_sample,True
custom_urgent_human_review_138,"Today, As a student, I am not safe being alone and I need someone to reach out now. I wrote this in the feedback form.",urgent_human_review,family_issue,custom_seed_sample,True
custom_academic_stress_145,"Today, I need help planning my study time because everything feels urgent. This has affected my attendance.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_047,"This week, As a student, I keep crying at night and I feel emotionally drained. I am sharing this anonymously.",emotional_distress,general,custom_seed_sample,True
custom_emotional_distress_057,"Honestly, My mood has been low for weeks and my grades are dropping.",emotional_distress,project_deadline,custom_seed_sample,True
custom_emotional_distress_041,"After class, I feel empty and tired all the time even after resting. This has affected my attendance.",emotional_distress,general,custom_seed_sample,True
custom_urgent_human_review_120,"This week, I might hurt myself if I stay alone and I need urgent support.",urgent_human_review,family_issue,custom_seed_sample,True
custom_urgent_human_review_015,"During the semester, I am scared of what I may do to myself and I need a person now.",urgent_human_review,exam_week,custom_seed_sample,True
custom_urgent_human_review_140,"Today, I feel kind of in danger from myself and need a counselor or trusted adult now.!",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_academic_stress_086,"Today, As a student, I am exhausted from studying late every night for exams.",academic_stress,sleep,custom_seed_sample,True
custom_emotional_distress_030,I feel sad most days and I have lost interest in studying. I am sharing this anonymously.,emotional_distress,sleep,custom_seed_sample,True
custom_academic_stress_045,"This week, Personally, I have two exams and three assignments this week and I feel very overwhelmed.",academic_stress,group_work,custom_seed_sample,True
custom_academic_stress_049,"After class, Group work is stressful because I am carrying most of the tasks.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_normal_159,"During the semester, The lab instructions were easy to follow and I finished on time. This has affected my attendance.",normal,project_deadline,custom_seed_sample,True
custom_urgent_human_review_146,"Honestly, I need emergency support because I am afraid I may harm myself. Thank you.",urgent_human_review,exam_week,custom_seed_sample,True
custom_normal_153,"Today, I enjoyed the practical task and learned a new skill. This has affected my attendance.",normal,project_deadline,custom_seed_sample,True
custom_normal_136,"Lately, I attended the lecture today and the examples were clear....",normal,exam_week,custom_seed_sample,True
custom_urgent_human_review_091,"Lately, I do not feel extremely safe tonight and I need immediate help from someone.",urgent_human_review,sleep,custom_seed_sample,True
custom_normal_031,I am doing okay this week and keeping up with classes.!,normal,general,custom_seed_sample,True
custom_normal_134,"After class, I am doing okay this week and keeping up with classes. This has affected my attendance.",normal,sleep,custom_seed_sample,True
custom_normal_174,"This week, I feel kind of motivated after the review session this week.",normal,financial_pressure,custom_seed_sample,True
custom_emotional_distress_089,"Honestly, I feel sad most days and I have lost interest in studying.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_normal_115,My schedule feels balanced and I can manage my work. I am sharing this anonymously.,normal,general,custom_seed_sample,True
custom_emotional_distress_146,"Today, Even simple tasks feel really heavy and I cannot focus in lectures. I wrote this in the feedback form.",emotional_distress,exam_week,custom_seed_sample,True
custom_normal_095,"After class, My schedule feels balanced and I can manage my work.",normal,group_work,custom_seed_sample,True
custom_urgent_human_review_170,"This week, I am not safe being alone and I need someone to reach out now. I hope the university can support students.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_urgent_human_review_011,"Lately, As a student, I feel in danger from myself and need a counselor or trusted adult now.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_emotional_distress_111,"This week, I feel really like I am disappointing everyone and I cannot handle it.",emotional_distress,general,custom_seed_sample,True
custom_urgent_human_review_061,"After class, I feel very like I may lose control and I need urgent human review. I hope the university can support students.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_urgent_human_review_147,"Lately, I might hurt myself if I stay alone and I need urgent support. I am sharing this anonymously.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_037,"This week, I need emergency support because I am afraid I may harm myself. I am sharing this anonymously.",urgent_human_review,group_work,custom_seed_sample,True
custom_urgent_human_review_172,"Lately, I am not safe being alone and I need someone to reach out now. This has affected my attendance.",urgent_human_review,group_work,custom_seed_sample,True
custom_urgent_human_review_018,"Honestly, I feel like I may lose control and I need urgent human review. I am sharing this anonymously. Thank you.",urgent_human_review,sleep,custom_seed_sample,True
custom_emotional_distress_119,"After class, I feel like I am disappointing everyone and I cannot handle it. Can someone guide me?",emotional_distress,financial_pressure,custom_seed_sample,True
custom_academic_stress_026,"During the semester, I cannot stop worrying about the final project deadline.",academic_stress,project_deadline,custom_seed_sample,True
custom_urgent_human_review_161,"This week, I might hurt myself if I stay alone and I need urgent support. I hope the university can support students.!",urgent_human_review,exam_week,custom_seed_sample,True
custom_academic_stress_108,I have two exams and three assignments this week and I feel overwhelmed. This has affected my attendance.,academic_stress,project_deadline,custom_seed_sample,True
custom_emotional_distress_022,"During the semester, I feel like I am disappointing everyone and I cannot handle it. This has affected my attendance.",emotional_distress,advisor_feedback,custom_seed_sample,True
custom_normal_029,"Today, I feel motivated after the review session this week.",normal,exam_week,custom_seed_sample,True
custom_academic_stress_029,"Today, I am exhausted from studying late every night for exams.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_013,"Honestly, My mood has been low for weeks and my grades are dropping.",emotional_distress,exam_week,custom_seed_sample,True
custom_emotional_distress_117,"After class, I need someone to check on me because I feel very very alone.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_062,"Honestly, I keep crying at night and I feel emotionally drained.!",emotional_distress,family_issue,custom_seed_sample,True
custom_normal_052,"This week, I feel motivated after the review session this week.",normal,sleep,custom_seed_sample,True
custom_urgent_human_review_128,"After class, I feel really like I may lose control and I need urgent human review.",urgent_human_review,group_work,custom_seed_sample,True
custom_academic_stress_089,"Lately, I am exhausted from studying late every night for exams. I wrote this in the feedback form.",academic_stress,sleep,custom_seed_sample,True
custom_academic_stress_046,"After class, Group work is stressful because I am carrying most of the tasks.",academic_stress,sleep,custom_seed_sample,True
custom_emotional_distress_108,"During the semester, I am isolating myself and I do not want to talk to anyone.",emotional_distress,family_issue,custom_seed_sample,True
custom_emotional_distress_015,"Honestly, I keep crying at night and I feel extremely emotionally drained.",emotional_distress,family_issue,custom_seed_sample,True
custom_academic_stress_127,"This week, Group work is stressful because I am carrying most of the tasks. I hope the university can support students.",academic_stress,group_work,custom_seed_sample,True
custom_academic_stress_020,"Lately, I am afraid I will fail even though I study every day. I wrote this in the feedback form.",academic_stress,exam_week,custom_seed_sample,True
custom_academic_stress_094,"During the semester, I feel nervous before every lab evaluation and my heart races.",academic_stress,sleep,custom_seed_sample,True
custom_urgent_human_review_125,"Lately, Personally, I feel like I may lose control and I need urgent human review. I am sharing this anonymously.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_urgent_human_review_076,"Lately, I am scared of what I may do to myself and I need a person now.",urgent_human_review,group_work,custom_seed_sample,True
custom_normal_119,"This week, The quiz feedback helped me know what to improve. This has affected my attendance.",normal,advisor_feedback,custom_seed_sample,True
custom_academic_stress_016,"During the semester, I have two exams and three assignments this week and I feel very overwhelmed.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_064,"After class, I keep crying at night and I feel emotionally drained.",emotional_distress,family_issue,custom_seed_sample,True
custom_normal_028,"Honestly, I am doing okay this week and keeping up with classes.",normal,advisor_feedback,custom_seed_sample,True
custom_normal_013,"Honestly, Personally, I enjoyed the practical task and learned a new skill. Please.",normal,sleep,custom_seed_sample,True
custom_normal_093,"After class, The lab instructions were easy to follow and I finished on time. I wrote this in the feedback form.",normal,family_issue,custom_seed_sample,True
custom_emotional_distress_154,"This week, I need someone to check on me because I feel very alone. I hope the university can support students.",emotional_distress,advisor_feedback,custom_seed_sample,True
custom_normal_131,"Today, My schedule feels balanced and I can manage my work.",normal,general,custom_seed_sample,True
custom_academic_stress_172,"This week, I have two exams and three assignments this week and I feel overwhelmed. I wrote this in the feedback form.",academic_stress,group_work,custom_seed_sample,True
custom_urgent_human_review_109,"Personally, I feel like I may lose control and I need urgent human review.",urgent_human_review,exam_week,custom_seed_sample,True
custom_emotional_distress_123,"During the semester, Personally, I feel hopeless about the semester and nothing feels worth the effort. I wrote this in the feedback form.",emotional_distress,family_issue,custom_seed_sample,True
custom_normal_158,"This week, Personally, I enjoyed the practical task and learned a new skill.!",normal,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_054,"Today, Please contact me urgently because I feel at risk and not safe. I am sharing this anonymously.",urgent_human_review,exam_week,custom_seed_sample,True
custom_academic_stress_118,"Today, I cannot stop worrying about the final project deadline. This has affected my attendance.!",academic_stress,sleep,custom_seed_sample,True
custom_academic_stress_109,"During the semester, I need help planning my study time because everything feels urgent. I wrote this in the feedback form.!",academic_stress,family_issue,custom_seed_sample,True
custom_academic_stress_177,"Honestly, My sleep is getting worse because I keep thinking about grades. I wrote this in the feedback form.",academic_stress,general,custom_seed_sample,True
custom_academic_stress_023,"Honestly, I am afraid I will fail even though I study every day.",academic_stress,group_work,custom_seed_sample,True
custom_urgent_human_review_065,"During the semester, I am not safe being alone and I need someone to reach out now.",urgent_human_review,exam_week,custom_seed_sample,True
custom_urgent_human_review_042,"Honestly, Please contact me urgently because I feel kind of at risk and not safe. I am sharing this anonymously.",urgent_human_review,group_work,custom_seed_sample,True
custom_normal_156,"Today, I attended the lecture today and the examples were clear. I hope the university can support students.",normal,financial_pressure,custom_seed_sample,True
custom_emotional_distress_079,"Today, Even simple tasks feel heavy and I cannot focus in lectures. I hope the university can support students....",emotional_distress,project_deadline,custom_seed_sample,True
custom_emotional_distress_130,"During the semester, I am isolating myself and I do not want to talk to anyone.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_086,"During the semester, I need emergency support because I am afraid I may harm myself.",urgent_human_review,family_issue,custom_seed_sample,True
custom_emotional_distress_107,"As a student, I do not enjoy activities that used to make me happy.",emotional_distress,exam_week,custom_seed_sample,True
custom_urgent_human_review_083,"Lately, I am not safe being alone and I need someone to reach out now.",urgent_human_review,family_issue,custom_seed_sample,True
custom_urgent_human_review_087,"After class, Please contact me urgently because I feel at risk and not safe. I am sharing this anonymously.",urgent_human_review,financial_pressure,custom_seed_sample,True
custom_normal_135,"Lately, The assignment deadline is reasonable and Personally, I understand the topic. Can someone guide me?",normal,sleep,custom_seed_sample,True
custom_normal_085,"Today, I had a good study session with my group today. I wrote this in the feedback form.",normal,group_work,custom_seed_sample,True
custom_normal_176,"During the semester, The course materials are organized and helpful. Can someone guide me?",normal,project_deadline,custom_seed_sample,True
custom_urgent_human_review_012,"After class, This is an emergency for me and I need human help immediately.",urgent_human_review,sleep,custom_seed_sample,True
custom_normal_018,"After class, I feel kind of motivated after the review session this week. I hope the university can support students.",normal,family_issue,custom_seed_sample,True
